2025-09-05,stockCode,publishDate,stockName,style,hasPosition,Current drawdown,Largest drawdown,fall_to_lowest_drawdown,pe,pe10pos,pb,pb10pos,roe,div,funds
A股,000903,2006-05-29,中证A100,宽基,,-29.34%,-50.06%,-29.32%,1.6e+01,93.71%,1.7,93.71%,10.62%,2.98%,"大成中证A100ETF(159923), 海富通中证A100指数A(162307), 国联安中证A100指数（LOF）(162509), 中银中证A100指数增强(163808), 国富中证A100指数增强（LOF）(164508), 宝盈中证A100指数增强A(213010), 华宝中证A100ETF联接A(240014), 诺安中证A100指数A(320010), 华富中证A100ETF联接A(410008), 长盛中证A100指数(519100), 南方中证A100ETF联接C(005691), 南方中证A100ETF联接A(202211), 广发中证A100ETF(512910), 华宝中证A100ETF联接C(007405), 广发中证A100ETF联接A(007135), 广发中证A100ETF联接C(007136), 宝盈中证A100指数增强C(007580), 海富通中证A100指数C(010224), 诺安中证A100指数C(010351), 华宝中证A100ETF(562000), 招商中证A100ETF(159631), 富国中证A100ETF(561180), 华夏中证A100ETF(159627), 汇添富中证A100ETF(159630), 华夏中证A100ETF发起式联接A(017862), 易方达中证A100ETF(159686), 华夏中证A100ETF发起式联接C(017863), 中证A100ETF工银(561200), 嘉实中证A100ETF(159661), 易方达中证A100ETF联接发起式A(020100), 易方达中证A100ETF联接发起式C(020101), 富国中证A100ETF发起式联接A(021245), 富国中证A100ETF发起式联接C(021246), 嘉实中证A100ETF发起联接A(020766), 招商中证A100ETF发起式联接A(021828), 嘉实中证A100ETF发起联接C(020767), 南方中证A100ETF(560380), 招商中证A100ETF发起式联接C(021829), 博时中证A100ETF联接A(022627), 华富中证A100ETF联接C(022661), 嘉实中证A100指数增强发起式A(021799), 华宝中证A100ETF联接Y(022926), 华富中证A100ETF(561880), 博时中证A100ETF联接C(022628), 嘉实中证A100指数增强发起式C(021800), 博时中证A100ETF(561770), 天弘中证A100ETF(512060), 鑫元中证A100指数A(023630), 鑫元中证A100指数C(023631)"
A股,000904,2007-01-15,中证200,宽基,,-12.28%,-61.89%,-56.55%,1.8e+01,39.08%,1.6,39.08%,8.89%,2.52%,泰信中证200指数(290010)
A股,000905,2007-01-15,中证500,宽基,,-12.73%,-65.20%,-60.12%,3.3e+01,70.05%,2.2,70.05%,6.67%,1.43%,"农银中证500指数(660011), 天弘中证500指数增强A(001556), 南方中证500量化增强股票发起C(002907), 中金中证500指数增强C(003578), 安信中证500指数增强A(005965), 招商中证500指数增强C(004193), 海富通中证500增强A(519034), 华宝中证500增强A(005607), 华宝中证500增强C(005608), 宏利500指数增强(LOF)(162216), 建信中证500指数增强C(005633), 国投瑞银中证500指数量化增强A(005994), 博时中证500指数增强C(005795), 天弘中证500ETF联接C(005919), 华泰柏瑞中证500ETF联接C(006087), 平安500ETF联接A(006214), 平安500ETF联接C(006215), 长城中证500指数增强A(006048), 易方达中证500ETF(510580), 汇添富中证500指数(LOF)A(501036), 广发中证500ETF联接C(002903), 招商中证500指数增强A(004192), 博时中证500指数增强A(005062), 汇添富中证500指数增强A(001050), 天弘中证500指数增强C(001557), 嘉实中证500ETF联接A(000008), 工银中证500ETF联接A(164809), 诺安中证500增强A(001351), 创金合信中证500增强A(002311), 创金合信中证500增强C(002316), 中金中证500指数增强A(003016), 申万菱信中证500指数增强A(002510), 南方中证500ETF联接（LOF）C(004348), 天弘中证500ETF联接A(000962), 南方中证500ETF联接（LOF）A(160119), 中邮中证500指数增强A(590007), 汇添富中证500指数（LOF）C(501037), 西部利得中证500指数增强A(502000), 平安中证500ETF(510590), 嘉实中证500ETF联接C(070039), 华夏中证500ETF联接C(006382), 建信中证500指数增强A(000478), 华夏中证500ETF联接A(001052), 华泰柏瑞中证500ETF联接A(001214), 国寿安保中证500ETF联接(001241), 景顺长城中证500ETF联接(001455), 申万菱信中证500指数优选增强A(003986), 长信中证500指数A(004945), 景顺长城中证500ETF(159935), 鹏华中证500指数（LOF）A(160616), 中信保诚中证500指数（LOF）A(165511), 南方中证500ETF(510500), 国寿安保中证500ETF(510560), 华夏中证500ETF(512500), 华泰柏瑞中证500ETF(512510), 南方中证500量化增强股票发起A(002906), 富国中证500指数增强（LOF）A/B(161017), 嘉实中证500ETF(159922), 广发中证500ETF(510510), 广发中证500ETF联接（LOF）A(162711), 国泰中证500指数增强A(003760), 国泰中证500指数增强C(003761), 浙商中证500增强A(002076), 国投瑞银中证500指数量化增强C(007089), 易方达中证500ETF联接A(007028), 易方达中证500ETF联接发起式C(007029), 景顺长城中证500指数增强A(006682), 长城中证500指数增强C(007413), 万家中证500指数增强发起式A(006729), 万家中证500指数增强发起式C(006730), 安信中证500指数增强C(005966), 人保中证500A(006611), 博道中证500增强A(006593), 博道中证500增强C(006594), 方正富邦中证500ETF(510550), 鹏华中证500指数C类（LOF）(006938), 方正富邦中证500ETF联接A(006656), 方正富邦中证500ETF联接C(006657), 中证500ETF工银(510530), 浙商中证500增强C(007386), 国联中证500ETF(515550), 博时中证500ETF(159968), 富安达中证500指数增强A(007943), 中证500(159982), 申万菱信中证500指数增强C(007795), 申万菱信中证500指数优选增强C(007794), 国联中证500ETF联接C(007886), 国联中证500ETF联接A(007885), 中泰中证500指数增强C(008113), 中泰中证500指数增强A(008112), 鹏华中证500ETF联接A(007932), 鹏华中证500ETF联接C(008001), 中邮中证500指数增强C(008124), 嘉实中证500指数增强A(008778), 嘉实中证500指数增强C(008779), 博时中证500ETF联接A(008396), 博时中证500ETF联接C(008397), 工银中证500ETF联接C(007223), 海富通中证500增强C(009004), 中银证券中证500ETF(515190), 华夏中证500指数增强C(007995), 中信建投中证500增强A(006440), 中银证券中证500ETF联接A(008258), 平安中证500指数增强A(009336), 兴业中证500ETF（证券简称：兴业500；扩位证券简称：兴业中证500ETF）(510570), 广发中证500指数增强A(009608), 天弘中证500ETF(159820), 西部利得中证500指数增强C(009300), 华夏中证500指数增强A(007994), 上银中证500指数增强型C(009614), 上银中证500指数增强型A(009613), 平安中证500指数增强C(009337), 中银证券中证500ETF联接C(008259), 中信建投中证500增强C(006441), 泰康500(515530), 汇安中证500增强A(010157), 中加中证500指数增强A(010153), 中加中证500指数增强C(010154), 广发中证500指数增强C(009609), 诺安中证500增强C(010355), 汇安中证500增强C(010158), 东财中证500ETF发起式联接A(010992), 兴银中证500指数增强A(010253), 东财中证500ETF发起式联接C(010993), 兴银中证500指数增强C(011205), 易方达中证500量化增强A(012080), 汇添富中证500基本面增强指数A(012498), 易方达中证500量化增强C(012081), 民生加银中证500指数增强发起式A(012926), 华夏中证500指数智选增强A(013233), 国泰中证500ETF(561350), 民生加银中证500指数增强发起式C(012927), 光大保德信中证500指数增强A(013639), 中信保诚中证500指数（LOF）C(013119), 华夏中证500指数智选增强C(013234), 富国中证500指数增强（LOF）C(013332), 光大保德信中证500指数增强C(013640), 汇添富中证500基本面增强指数C(012499), 鹏华中证500指数增强A(014344), 景顺长城中证500增强策略ETF(159610), 国泰君安中证500指数增强A(014155), 500指增(561550), 工银中证500六个月持有指数增强A(014133), 长信中证500指数C(013881), 圆信永丰中证500指数增强发起A(013878), 圆信永丰中证500指数增强发起C(013879), 南方中证500增强策略ETF(560100), 工银中证500六个月持有指数增强C(014134), 国泰君安中证500指数增强C(014156), 鹏华中证500指数增强C(014345), 华安中证500指数增强A(014587), 华泰柏瑞中证500指数增强A(014305), 中欧中证500指数增强A(015453), 泰康中证500ETF联接A(011964), 兴业中证500指数增强A(015507), 华泰柏瑞中证500指数增强C(014306), 华安中证500指数增强C(014588), 中欧中证500指数增强C(015454), 兴业中证500指数增强C(015508), 泰康中证500ETF联接C(011965), 汇添富中证500指数增强C(016854), 建信中证500指数量化增强发起A(016267), 景顺长城中证500指数增强C(016935), 建信中证500指数量化增强发起C(016268), 华泰紫金中证500指数增强发起A(016865), 易方达中证500增强策略ETF(563030), 博时中证500增强ETF(159678), 华泰紫金中证500指数增强发起C(016866), 招商中证500增强策略ETF(561950), 兴业中证500ETF发起式联接A(016968), 汇添富中证500增强策略ETF(560950), 兴业中证500ETF发起式联接C(016969), 财通中证500指数增强A(018633), 泰康中证500指数增强发起A(018116), 财通中证500指数增强C(018634), 泰康中证500指数增强发起C(018117), 富安达中证500指数增强C(019808), 中欧中证500指数增强E(019694), 中银中证500指数增强型发起A(019553), 中银中证500指数增强型发起C(019554), 中信保诚中证500指数增强A(021185), 东方红中证500指数增强发起A(021175), 大成中证500指数增强A(021170), 中信保诚中证500指数增强C(021186), 国联中证500指数增强A(021051), 东方红中证500指数增强发起C(021176), 建信中证500指数增强E(021852), 大成中证500指数增强C(021171), 中证500ETF基金(159337), 国联中证500指数增强C(021052), 天弘中证500指数增强E(022567), 苏新中证500指数增强A(022790), 西部利得中证500指数增强Y(022937), 申万菱信中证500指数优选增强Y(022919), 国投瑞银中证500指数量化增强Y(022909), 广发中证500ETF联接Y(022965), 建信中证500指数增强Y(022946), 天弘中证500ETF联接Y(022961), 华夏中证500指数增强Y(022957), 华夏中证500指数智选增强Y(022943), 富国中证500指数增强（LOF）Y(022953), 汇添富中证500指数增强Y(022893), 南方中证500ETF联接Y(022921), 华夏中证500ETF联接Y(022958), 易方达中证500ETF联接发起式Y(022913), 嘉实中证500ETF联接Y(022915), 招商资管中证500指数增强发起A(023192), 苏新中证500指数增强C(022791), 招商资管中证500指数增强发起C(023198), 永赢中证500指数增强发起A(022311), 人保中证500C(023498), 泓德中证500指数增强A(023821), 永赢中证500指数增强发起C(022312), 华商中证500指数增强A(023826), 泓德中证500指数增强C(023822), 华商中证500指数增强C(023827), 平安500ETF联接E(024556), 富国中证500ETF(159500), 天弘中证500指数量化增强(025013), 富国中证500ETF发起式联接(024179), 国泰君安中证500指数增强Y(025007), 天弘中证500指数增强Y(025043), 招商中证500增强策略ETF发起式联接(024332), 博道中证500增强Y(025038), 中金中证500指数增强B(025111), 贝莱德中证500指数增强(025418)"
A股,000906,2007-01-15,中证800,宽基,,-17.46%,-50.91%,-40.53%,1.6e+01,51.87%,1.6,51.87%,10.00%,2.59%,"天弘中证800C(001589), 天弘中证800A(001588), 长盛同庆中证800指数（LOF）(160806), 添富中证800ETF(515800), 易方达中证800ETF联接发起式C(007857), 易方达中证800ETF联接A(007856), 易方达中证800ETF(515810), 兴全中证800六个月持有指数增强A(010673), 兴全中证800六个月持有指数增强C(010674), 汇添富中证800ETF联接A(012596), 汇添富中证800ETF联接基金C(012597), 招商中证800指数增强A(016276), 招商中证800指数增强C(016277), 华夏中证800指数增强A(017985), 汇添富中证800指数增强A(017896), 华夏中证800指数增强C(017986), 汇添富中证800指数增强C(017897), 800增强ETF(159517), 鹏华中证800ETF(159800), 人保中证800指数增强A(022513), 兴全中证800六个月持有指数增强Y(022963), 人保中证800指数增强C(022514), 博道中证800指数增强A(023499), 广发中证800指数增强A(023562), 博道中证800指数增强C(023500), 鹏华中证800ETF发起式联接A(022695), 鹏华中证800ETF发起式联接C(022696), 广发中证800指数增强C(023563), 华商中证800指数增强A(024669), 中金中证800指数增强(024870), 博时中证800指数增强(023616), 华商中证800指数增强C(024670), 国联中证800指数增强(024254)"
A股,000913,2007-07-02,300医药,成长,,-51.70%,-66.44%,-30.52%,3.4e+01,18.22%,3.9,18.22%,11.47%,1.44%,"易方达沪深300医药ETF(512010), 易方达沪深300医药ETF联接A(001344), 易方达沪深300医药ETF联接C(007883)"
A股,000914,2007-07-02,300金融,价值,,-10.08%,-44.19%,-37.93%,8.5,36.90%,0.85,36.90%,10.00%,3.52%,"国投金融地产ETF联接(161211), 国投瑞银金融地产ETF(159933)"
A股,000918,2008-01-21,300成长,成长,,-43.64%,-62.76%,-33.92%,1.9e+01,66.56%,3.4,66.56%,17.89%,2.25%,"300成长(562310), 万家沪深300成长ETF(159656), 万家沪深300成长ETF发起式联接A(017996), 万家沪深300成长ETF发起式联接C(017997)"
A股,000919,2008-01-21,300价值,价值,,-9.03%,-40.77%,-34.89%,9.1,45.13%,0.94,45.13%,10.33%,4.05%,"申万菱信沪深300价值指数A(310398), 银河沪深300价值指数A(519671), 申万菱信沪深300价值指数C(007800), 银河沪深300价值指数C(013074), 300价值A(562320), 申万菱信沪深300价值ETF(560330), 银华沪深300价值ETF发起式联接A(021038), 申万菱信沪深300价值ETF联接A(023064), 银华沪深300价值ETF发起式联接C(021039), 申万菱信沪深300价值ETF联接C(023065)"
A股,000922,2008-05-26,中证红利,价值,,-4.55%,-46.51%,-43.96%,8.2,37.80%,0.8,37.80%,9.76%,4.48%,"大成中证红利指数A(090010), 富国中证红利指数增强A/B(100032), 万家中证红利ETF联接A(161907), 大成中证红利指数C(007801), 招商中证红利ETF(515080), 易方达中证红利ETF(515180), 富国中证红利指数增强C(008682), 博时中证红利ETF(515890), 易方达中证红利ETF联接发起式C(009052), 易方达中证红利ETF联接A(009051), 招商中证红利ETF联接A(012643), 招商中证红利ETF联接C(012644), 万家中证红利ETF联接C(015558), 汇添富中证红利ETF(560020), 汇添富中证红利ETF发起式联接A(020195), 万家中证红利ETF(159581), 汇添富中证红利ETF发起式联接C(020196), 广发中证红利ETF(159589), 博时中证红利ETF发起式联接A(021099), 博时中证红利ETF发起式联接C(021100), 广发中证红利ETF发起式联接A(021399), 广发中证红利ETF发起式联接C(021400), 大成中证红利指数Y(022927), 易方达中证红利ETF联接发起式Y(022925), 富国中证红利指数增强Y(022903), 太平中证红利指数A(023182), 太平中证红利指数C(023183), 兴业中证红利指数A(022290), 申万菱信中证红利指数A(024252), 兴业中证红利指数C(022291)"
A股,000925,2009-02-26,基本面50,价值,,-7.50%,-40.16%,-35.31%,1e+01,45.13%,1.1,45.13%,11.00%,3.72%,"嘉实基本面50指数(LOF)C(160725), 嘉实基本面50指数(LOF)A(160716), 嘉实基本面50ETF(512750)"
A股,000928,2009-07-03,中证能源,价值,,-18.91%,-63.11%,-54.51%,1.2e+01,72.36%,1.2,72.36%,10.00%,5.29%,汇添富中证能源ETF(159930)
A股,000932,2009-07-03,中证消费,成长,,-47.19%,-58.69%,-21.78%,2e+01,24.80%,4.4,24.80%,22.00%,3.30%,"汇添富中证主要消费ETF联接A(000248), 汇添富中证主要消费ETF(159928), 嘉实中证主要消费ETF(512600), 嘉实中证主要消费ETF发起联接A(009179), 嘉实中证主要消费ETF发起联接C(009180), 汇添富中证主要消费ETF联接C(012857), 广发中证主要消费ETF(560680), 南方中证主要消费ETF(159689), 博时主要消费ETF(159672)"
A股,000933,2009-07-03,中证医药,成长,,-46.23%,-62.19%,-29.68%,3.7e+01,29.41%,3.7,29.41%,10.00%,1.37%,"汇添富中证医药卫生ETF(159929), 鹏华中证医药指数（LOF）A(160635), 汇添富中证医药ETF联接C(007077), 汇添富中证医药ETF联接A(007076), 东财医药A(008551), 东财医药C(008552), 鹏华中证医药指数C（LOF）(010366)"
A股,000934,2009-07-03,中证金融,价值,,-12.36%,-46.55%,-39.01%,8.9,37.15%,0.86,37.15%,9.66%,3.39%,"嘉实中证金融地产ETF联接C(005999), 嘉实中证金融地产ETF联接A(001539), 汇添富中证金融地产ETF(159931), 嘉实中证金融地产ETF(512640)"
A股,000935,2009-07-03,中证信息,成长,,-14.58%,-64.94%,-58.96%,6.4e+01,92.47%,5.2,92.47%,8.12%,0.62%,"鹏华中证信息技术指数（LOF）A(160626), 鹏华中证信息技术指数(LOF)C(012040)"
A股,000936,2009-07-03,中证电信,成长,,-5.56%,-59.63%,-57.25%,2.4e+01,48.66%,2.3,48.66%,9.58%,2.76%,"南方中证通信服务ETF(159511), 南方中证通信服务ETF发起联接A(020704), 南方中证通信服务ETF发起联接C(020705)"
A股,000941,2009-10-28,新能源,成长,*,-52.01%,-69.53%,-36.51%,2.4e+01,56.52%,3.0,56.52%,12.50%,1.78%,"申万菱信中证内地新能源主题ETF(159752), 华安中证内地新能源主题ETF(516270), 申万菱信中证内地新能源主题ETF发起式联接A(016225), 申万菱信中证内地新能源主题ETF发起式联接C(016226)"
A股,000945,2009-10-28,内地运输,价值,,-37.92%,-60.86%,-36.95%,1.5e+01,9.21%,1.4,9.21%,9.33%,3.29%,"国泰中证内地运输主题ETF(561320), 国泰中证内地运输主题ETF发起联接A(018905), 国泰中证内地运输主题ETF发起联接C(018906)"
A股,000949,2009-10-28,中证农业,周期,,-38.93%,-56.25%,-28.36%,1.6e+01,22.87%,2.7,22.87%,16.88%,2.24%,"农业50(159827), 富国中证农业主题ETF(159825), 天弘中证农业主题A(010769), 天弘中证农业主题C(010770), 华夏中证农业主题ETF(516810), 华夏中证农业主题ETF发起式联接A(016077), 华夏中证农业主题ETF发起式联接C(016078), 博时中证农业主题指数发起式A(017019), 博时中证农业主题指数发起式C(017020), 富国中证农业主题ETF联接A(015878), 富国中证农业主题ETF联接C(015879), 华夏中证农业主题ETF发起式联接D(024273)"
A股,000969,2010-05-28,300非周,成长,,-32.01%,-52.79%,-30.56%,2.5e+01,48.05%,2.7,48.05%,10.80%,2.14%,"长安沪深300非周期指数A(740101), 长安沪深300非周期指数C(017040)"
A股,000977,2011-01-21,内地低碳,成长,,-40.88%,-59.34%,-31.22%,3.6e+01,45.58%,2.8,45.58%,7.78%,1.81%,"易方达中证内地低碳经济主题ETF(516070), 低碳ETF(159885), 鹏华中证内地低碳经济主题ETF联接A(012754), 华夏中证内地低碳经济主题ETF(159790), 碳中和TK(560560), 鹏华中证内地低碳经济主题ETF联接C(012755), 低碳ETF(562300), 易方达中证内地低碳经济主题ETF联接A(013502), 易方达中证内地低碳经济主题ETF联接C(013503)"
A股,000978,2011-03-18,医药100,成长,,-42.82%,-60.43%,-30.80%,3.8e+01,27.03%,3.7,27.03%,9.74%,1.35%,"国联安中证医药100A(000059), 天弘中证医药100C(001551), 天弘中证医药100A(001550), 国联安中证医药100C(006569)"
A股,000979,2011-08-22,大宗商品,周期,,-19.30%,-56.34%,-45.90%,1.5e+01,86.63%,1.6,86.63%,10.67%,3.66%,招商中证商品指数基金(161715)
A股,000982,2011-06-13,500等权,成长,,-9.83%,-64.83%,-61.00%,3.3e+01,70.26%,2.2,70.26%,6.67%,1.43%,"前海开源中证500等权ETF(515590), 招商中证500等权重指数增强A(009726), 招商中证500等权重指数增强C(009727), 前海开源中证500等权ETF联接A(023444), 前海开源中证500等权ETF联接C(023445)"
A股,000986,2011-08-02,全指能源,周期,,-19.92%,-66.04%,-57.59%,1.2e+01,67.01%,1.2,67.01%,10.00%,5.18%,广发中证全指能源ETF(159945)
A股,000987,2011-08-02,全指材料,周期,,-25.37%,-60.08%,-46.51%,2.6e+01,47.63%,2.0,47.63%,7.69%,1.73%,广发中证全指原材料ETF(159944)
A股,000989,2011-08-02,全指可选,成长,,-22.23%,-62.65%,-51.97%,2.2e+01,48.33%,2.6,48.33%,11.82%,2.29%,"广发可选消费联接A(001133), 广发可选消费联接C(002977), 广发中证全指可选消费ETF(159936), 华夏中证全指可选消费ETF(562580), 华夏中证全指可选消费ETF发起式联接A(021365), 华夏中证全指可选消费ETF发起式联接C(021366)"
A股,000991,2011-08-02,全指医药,成长,,-39.11%,-57.79%,-30.68%,3.9e+01,35.21%,3.6,35.21%,9.23%,1.35%,"广发医药卫生联接A(001180), 广发医药卫生联接C(002978), 银华中证全指医药卫生指数增强发起式(005112), 广发中证全指医药卫生ETF(159938)"
A股,000992,2011-08-02,全指金融,价值,,-13.33%,-48.12%,-40.14%,9.1,36.98%,0.86,36.98%,9.45%,3.35%,"广发金融地产联接A(001469), 广发金融地产联接C(002979), 广发中证全指金融地产ETF(159940)"
A股,000993,2011-08-02,全指信息,成长,,-8.30%,-69.70%,-66.96%,6.7e+01,91.24%,5.1,91.24%,7.61%,0.59%,"广发中证全指信息技术ETF(159939), 广发信息技术联接C(002974), 广发信息技术联接A(000942), 华夏中证全指信息技术ETF(562560), 华夏中证全指信息技术ETF发起式联接A(021471), 华夏中证全指信息技术ETF发起式联接C(021472)"
A股,000995,2011-08-02,全指公用,价值,,-21.73%,-64.32%,-54.41%,1.7e+01,43.36%,1.7,43.36%,10.00%,2.97%,"华夏中证全指公用事业ETF(159301), 万家中证全指公用事业ETF(560620), 鹏华中证全指公用事业ETF(560190), 华夏公用事业ETF联接A(022869), 华夏中证全指公用事业ETF发起式联接C(022873), 万家中证全指公用事业ETF联接A(023479), 兴银中证全指公用事业指数发起A(023975), 国投瑞银中证全指公用事业指数发起式A(024192), 万家中证全指公用事业ETF联接C(023480), 兴银中证全指公用事业指数发起C(023976), 国投瑞银中证全指公用事业指数发起式C(024193)"
A股,000998,2011-11-08,中证TMT,成长,,-12.20%,-70.91%,-66.87%,3.8e+01,60.67%,3.6,60.67%,9.47%,1.48%,"中信保诚中证TMT指数（LOF）A(165522), 中信保诚中证TMT指数（LOF）C(013122)"
A股,399001,1995-01-23,深证成指,成长,,-21.12%,-60.83%,-50.34%,3e+01,41.34%,2.6,41.34%,8.67%,1.68%,"融通深证成份指数C(004875), 南方深证成份ETF联接C(004345), 南方深证成份ETF(159903), 南方深证成份ETF联接A(202017), 申万菱信深证成份指数A(163109), 融通深证成份指数A/B(161612), 深证ETF(159943), 申万菱信深证成份指数C(015177)"
A股,399005,2006-01-24,中小板指,成长,,-29.60%,-61.75%,-45.67%,2.7e+01,23.08%,2.9,23.08%,10.74%,1.70%,"华夏中小企业100ETF(159902), 易方达中小企业100指数（LOF）A(161118), 华富中小企业100指数增强型(410010), 申万菱信中小企业100指数(LOF)A(163111), 申万菱信中小企业100指数(LOF)C(007799), 易方达中小企业100指数（LOF）C(012872)"
A股,399006,2010-06-01,创业板指,成长,,-16.98%,-69.74%,-63.55%,4.2e+01,58.04%,5.2,58.04%,12.38%,1.04%,"博时创业板ETF联接A(050021), 工银创业板ETF联接A(005390), 工银创业板ETF联接C(005391), 华夏创业板ETF联接A(006248), 诺安创业板指数增强（LOF）A(163209), 建信创业板ETF联接C(005874), 华夏创业板ETF联接C(006249), 建信创业板ETF联接A(005873), 融通创业板指数C(004870), 天弘创业板ETF联接基金C(001593), 广发创业板ETF发起式联接A(003765), 广发创业板ETF发起式联接C(003766), 易方达创业板ETF联接C(004744), 南方创业板ETF联接C(004343), 博时创业板ETF(159908), 建信创业板ETF(159956), 华夏创业板ETF(159957), 创业板ETF工银(159958), 易方达创业板ETF(159915), 易方达创业板ETF联接A(110026), 富国创业板ETF联接A(161022), 鹏华创业板指数(LOF)A(160637), 天弘创业板ETF联接A(001592), 融通创业板指数A/B(161613), 南方创业板ETF(159948), 南方创业板ETF联接A(002656), 国泰创业板指数（LOF）A(160223), 大成动态量化配置策略混合A(003147), 广发创业板ETF(159952), 长城创业板指数增强发起式A(001879), 博时优势企业灵活配置混合C(007234), 长城创业板指数增强发起式C(006928), 博时创业板ETF联接C(006733), 平安创业板ETF(159964), 富国创业板ETF(159971), 永赢创业板C(007665), 永赢创业板A(007664), 天弘创业板ETF(159977), 东财创业板ETF发起式联接A(009046), 浦银安盛创业板ETF(159810), 平安创业板ETF联接C(009013), 东财创业板ETF发起式联接C(009047), 平安创业板ETF联接A(009012), 融通创业板ETF(159808), BOCI创业(159821), 南方创业板ETF联接E(010183), 诺安创业板指数增强（LOF）C(010356), 万家创业板指数增强A(009981), 博时创业板指数A(010785), 万家创业板指数增强C(009982), 招商创业板指数增强A(012900), 富国创业板ETF联接C(013277), 浦银安盛创业板ETF联接A(012179), 建信创业板ETF发起联接E(013443), 招商创业板指数增强C(012901), 浦银安盛创业板ETF联接C(012180), 国泰创业板指数（LOF）C(015600), 鹏华创业板指数(LOF)C(015673), 天弘创业板指数增强A(015794), 天弘创业板指数增强C(015795), 嘉实创业板增强策略ETF(159675), 富国创业板增强策略ETF(159676), 华夏创业板指数增强A(018370), 华夏创业板指数增强C(018371), 广发创业板ETF发起式联接E(019817), 华夏创业板指数发起式A(020870), 华夏创业板指数发起式C(020871), 华夏创业板指数发起式E(020872), 富国创业板增强策略ETF发起式联接A(021811), 富国创业板增强策略ETF发起式联接C(021810), 融通创业板ETF发起式联接A(022340), 融通创业板ETF发起式联接C(022341), 天弘创业板ETF联接Y(022960), 广发创业板ETF发起式联接Y(022896), 富国创业板ETF联接Y(022952), 博时创业板ETF联接Y(022920), 南方创业板ETF联接Y(022912), 易方达创业板ETF联接Y(022907), 创业板ETF东财(159205), 平安创业板ETF联接E(024492), 天弘创业板指数量化增强(024857), 汇添富创业板指数A(024063), 易方达创业板增强(025164), 广发创业板指数增强(025195), 博时创业板指数增强(025170), 华夏创业板ETF联接Y(025009), 汇添富创业板指数C(024064)"
A股,399007,2009-11-04,深证300,宽基,,-25.40%,-59.03%,-45.08%,2.8e+01,36.65%,2.7,36.65%,9.64%,1.77%,"汇添富深证300ETF(159912), 汇添富深证300ETF联接A(470068), 大摩深证300指数增强(233010), 平安深证300指数增强(700002), 汇添富深证300ETF联接C(018058)"
A股,399019,2023-11-15,创业200,成长,,-4.87%,-36.18%,-32.91%,1.3e+02,96.68%,3.8,96.68%,2.92%,0.65%,"创业板200ETF银华(159575), 易方达创业板中盘200ETF(159572), 富国创业板中盘200ETF(159571), 华夏创业板中盘200ETF(159573), 富国创业板中盘200ETF发起式联接A(020667), 华夏创业板中盘200ETF发起式联接A(020837), 富国创业板中盘200ETF发起式联接C(020668), 华夏创业板中盘200ETF发起式联接C(020838), 易方达创业板中盘200ETF联接A(020732), 易方达创业板中盘200ETF联接C(020733), 南方创业板中盘200ETF(159270)"
A股,399088,2020-02-18,深创100,成长,,-16.23%,-52.25%,-43.00%,3e+01,65.91%,4.4,65.91%,14.67%,1.48%,华宝深创100ETF(159716)
A股,399285,2020-02-18,物联网50,成长,,-6.24%,-43.34%,-39.57%,3.5e+01,65.67%,4.4,65.67%,12.57%,1.39%,物联网ETF工银(159709)
A股,399291,2019-11-06,创精选88,成长,,-11.60%,-49.94%,-43.37%,1e+02,62.06%,3.5,62.06%,3.50%,0.75%,"国寿安保创精选88ETF联接A(008898), 国寿安保创精选88ETF联接C(008899), 国寿安保创精选88ETF(159804)"
A股,399293,2019-04-18,创业大盘,成长,,-16.17%,-60.56%,-52.95%,4.1e+01,49.70%,6.1,49.70%,14.88%,1.08%,"招商创业板大盘ETF(159991), 西部利得创业板大盘ETF(159814), 西部利得创业板大盘ETF联接A(012554), 西部利得创业板大盘ETF联接C(012555)"
A股,399295,2019-01-23,创业蓝筹,成长,*,-27.60%,-53.81%,-36.20%,3e+01,36.49%,5.2,36.49%,17.33%,1.57%,"华夏创业板低波价值ETF发起式联接C(007473), 华夏创业板低波价值ETF发起式联接A(007472), 华夏创业板低波价值ETF(159966)"
A股,399296,2019-01-23,创成长,成长,*,-34.41%,-60.86%,-40.33%,4e+01,36.99%,5.7,36.99%,14.25%,1.04%,"华夏创业板成长ETF联接A(007474), 华夏创业板动量成长ETF发起式联接C(007475), 华夏创成长ETF(159967), 华夏创业板动量成长ETF发起式联接D(023782)"
